UID,NAME,MODEL,DESCRIPTION,PRICE,BRAND,SIZE,Age Group
14613ACB,JR TIEMPO LEGEND  ACADEMY IC LITTLE BIG KIDS INDOOR COURT SOCCER SHOES,GBBBLx ,"The Nike Jr. Tiempo Legend 9 Academy IC indoor soccer shoes boast a sleek, minimalist design in classic black and white. Premium leather provides superior touch and durability, ideal for young players seeking enhanced performance and comfort on indoor courts. Their lightweight construction ensures agility and speed.",153820,Nike,3,Kid
DACD18D1,JR TIEMPO LEGEND  ACADEMY TF LITTLE BIG KIDS TURF SOCCER SHOES,tJGfzR ,"Dominating the pitch in style, these Nike Jr. Tiempo Legend 9 Academy TF turf soccer shoes boast a premium leather upper for exceptional touch and a durable, grippy outsole perfect for agile play. Designed for young athletes, the sleek design offers both comfort and performance. Ideal for training and matches on artificial turf.",488900,Nike,"2, 3",Kid
88ADF325,JUMPMAN MVP BABY TODDLER SHOES,04wch7 ,"These adorable Air Jordan 1 MVP toddler shoes boast a vibrant, playful color scheme perfect for tiny feet. Premium leather construction ensures durability, while the iconic Jumpman logo adds a touch of heritage style. Ideal for active little ones, they blend comfort and classic Air Jordan aesthetics.",142240,Jordan,"4, 7, 8, 11",Toddler
277F0CB9,JUMPMAN MVP MENS SHOES,gzmjDz ,"The Air Jordan Jumpman MVP boasts a sleek, low-profile design in a striking colorway. Premium leather and textile uppers combine with visible Air cushioning for superior comfort and responsiveness on the court or street. Its modern aesthetic appeals to basketball enthusiasts seeking stylish, high-performance footwear.",23800,Jordan,6,Adult
302304AD,JUMPMAN MVP WOMENS SHOES,v92HlS ,"The Air Jordan 1 Mid ""Jumpman MVP"" Women's shoe boasts a sleek, modernized silhouette in premium leather. Its crisp white base is accented by vibrant pops of color, highlighting the iconic Jumpman logo. Ideal for the fashion-conscious athlete or sneakerhead, this shoe blends style and comfort for everyday wear.",427820,Jordan,"6, 7, 8, 10, 12",Adult
02D1F52F,JUMPMAN TWO TREY BABY TODDLER SHOES,6dNwql ,"These adorable Air Jordan Two Trey toddler shoes boast a vibrant, playful color scheme and comfortable design, perfect for tiny feet taking their first steps. The iconic Jumpman logo adds a touch of heritage cool, ensuring your little one steps out in style. Durable materials promise long-lasting wear, making them a practical and stylish choice for active toddlers.",403850,Jordan,"8, 10",Toddler
8037EFBC,JUMPMAN TWO TREY BIG KIDS SHOES,kZgK4d ,"The Air Jordan Two Trey, designed for young athletes, boasts a vibrant color-block design and lightweight construction. Its durable outsole ensures superior grip, while its breathable upper provides all-day comfort. A nod to Jordan's legacy, this shoe blends performance and style for the next generation of basketball players.",364540,Jordan,2,Kid
32019E80,JUMPMAN TWO TREY LITTLE KIDS SHOES,5Rb83r ,"These Air Jordan Two Trey Little Kids' Shoes boast a vibrant, playful color scheme perfect for young athletes. The design blends classic Jordan branding with modern, lightweight materials for superior comfort and flexibility on the court or playground. A miniaturized version of a performance basketball shoe, offering style and function for little feet.",76660,Jordan,3,Kid
6EE6FA4D,JUMPMAN TWO TREY MENS SHOES,bGfWN1 ,"The Air Jordan Two Trey, a vibrant fusion of basketball heritage and modern style, boasts a dynamic design featuring layered textures and bold color-blocking. Its lightweight build and responsive cushioning ensure peak performance on the court, while its sleek profile makes it a head-turner off-court. Ideal for the discerning athlete or sneakerhead.",135530,Jordan,7,Adult
AF136E16,JUMPMAN TWO TREY WOMENS SHOES,VKM3mw ,"The Air Jordan Two Trey, designed for women, boasts a sleek, futuristic silhouette. Its vibrant color blocking and breathable mesh upper offer both style and comfort. Ideal for the modern, active woman who appreciates bold design and high-performance basketball-inspired footwear.",255910,Jordan,"4, 5, 7, 10, 11",Adult
F50E4076,JUNIPER TRAIL  MENS TRAIL RUNNING SHOES,lFQ3lS ,"Dominating the scene are the Juniper Trail 2 men's trail running shoes, showcasing rugged Vibram outsoles for superior grip. Their breathable mesh uppers promise comfort, while a reinforced toe cap offers protection. Ideal for adventurous runners tackling diverse terrains, these shoes blend performance and durability.",382530,Nike,"4, 5, 6, 10, 11",Adult
ACD8F9ED,KD HIP HOP BASKETBALL SHOES,10P3rj ,"The KD 15 ""Hip-Hop"" basketball shoes boast a vibrant, multi-textured upper featuring a striking blend of suede, mesh, and TPU overlays. Its dynamic design, incorporating bold color blocking and a unique lacing system, caters to the stylish, performance-driven basketball player seeking both court dominance and street cred.",172910,Nike,"6, 9, 10",Adult
58EF8F69,KIGER  MENS TRAIL RUNNING SHOES,BnbV2t ,"Dominating the trail, the Kiger 8 men's trail running shoe boasts a vibrant, aggressive design. Its lightweight, breathable mesh upper and responsive cushioning ensure optimal performance, ideal for rugged terrain and experienced runners seeking speed and stability. Aggressive tread conquers any obstacle.",433020,Nike,"6, 7, 8, 9",Adult
5B6FACC9,KIGER  WOMENS TRAIL RUNNING SHOES,0k4LXX ,"Conquer trails with the Kiger 8 women's trail running shoes. Their vibrant design, breathable mesh upper, and responsive cushioning provide superior comfort and grip. Ideal for adventurous women seeking all-terrain performance, these shoes deliver a dynamic blend of style and functionality.",412640,Nike,"8, 9, 10, 11, 12",Adult
866A5F4B,KWONDO  X PEACEMINUSONE SHOES,tNX8ZG ,"The Kwondo 1 x Peaceminusone sneakers boast a futuristic, yet subtly playful design. G-Dragon's influence is evident in the bold color blocking and unique daisy motif. Premium materials and impeccable craftsmanship promise both style and comfort, ideal for fashion-forward individuals seeking a statement piece.",432010,Nike,"4, 11",Adult
8B3AE854,LEBRON  BASKETBALL SHOES,5F6Sn4 ,"The LeBron 7 ""Red Carpet"" boasts a vibrant crimson upper, accented by metallic gold detailing and a translucent outsole showcasing LeBron James' signature. Its premium leather and innovative Air Max cushioning provide superior comfort and performance, perfect for the discerning basketball player seeking iconic style and unmatched court feel.",406960,Nike,"4, 10, 11",Adult
286C7AE4,LEBRON NXXT GEN BASKETBALL SHOES,55g4w1 ,"Dominate the court in the LeBron NXXT Gen basketball shoes. Their futuristic design, featuring a breathable knit upper and responsive cushioning, ensures superior comfort and performance. Bold color blocking and signature LeBron details make a statement, ideal for the serious athlete seeking cutting-edge style and unmatched gameplay.",493880,Nike,"5, 11, 12",Adult
2A395AE5,LEBRON WITNESS  BASKETBALL SHOES,43zKtc ,"The LeBron Witness 7 basketball shoe boasts a dynamic, sculpted design with breathable mesh and supportive overlays. Its bold color blocking and visible Air Max unit signal high performance and style. Ideal for the serious player seeking comfort and responsiveness on the court, this shoe blends LeBron's legacy with cutting-edge technology.",457390,Nike,"5, 7, 9, 12",Adult
19CB2FA8,LEBRON WITNESS  TEAM BASKETBALL SHOES,vHcv2n ,"Dominate the court in the LeBron Witness 7 Team basketball shoes. Their bold, sculpted design boasts responsive cushioning and durable, breathable materials for superior performance. The vibrant colorways and signature LeBron details appeal to dedicated basketball players seeking both style and unmatched support.",220890,Nike,"6, 10",Adult
A86D7B61,LEBRON XX BASKETBALL SHOES,ct1qVm ,"Dominate the court in the LeBron XX, showcasing a vibrant, futuristic design with innovative cushioning and responsive traction. Its layered upper, boasting breathable mesh and supportive overlays, ensures superior comfort and performance for the serious basketball player demanding elite-level footwear.",205750,Nike,9,Adult
1480157C,LITTLE POSITE ONE ASW BABY TODDLER SHOES,d4MZCT ,"Little Posit's ASW baby/toddler shoes offer secure, all-weather comfort. Their vibrant design features a playful, textured upper and grippy sole, perfect for active little ones exploring indoors or out. Durable, lightweight materials ensure all-day wear, making them ideal for crawling, walking, and running.",15190,Nike,"8, 12",Toddler
4F1C6373,LITTLE POSITE ONE ASW BIG KIDS SHOES,hk4CBP ,"The Little Posite One ASW in a vibrant colorway offers kids a stylish and comfortable sneaker. Its futuristic design, featuring a sculpted upper and visible Air cushioning, provides both aesthetic appeal and superior shock absorption. Durable materials ensure long-lasting wear for active young athletes and sneakerheads alike.",476150,Nike,1,Kid
9261C3DD,LITTLE POSITE ONE BIG KIDS SHOES,CQ53Lz ,"Little Posite One Big Kids' Shoes boast a futuristic, sleek design in bold color blocking. Their lightweight construction and durable materials promise comfort and style for active young athletes. The iconic Air Max cushioning ensures superior impact protection, making them ideal for play or sport.",460130,Nike,"2, 3",Kid
B32574ED,LUKA  BABY TODDLER SHOES,PWNtb1 ,"Luka baby shoes offer breathable mesh uppers and flexible, non-slip rubber soles, perfect for active toddlers. Their lightweight design and playful color combinations ensure all-day comfort and style. Ideal for crawling, cruising, and taking those first confident steps.",143530,Jordan,"5, 6, 8, 10",Toddler
7B2208A6,LUKA  BIG KIDS BASKETBALL SHOES,3G3mZz ,"Dominate the court in the Luka 1 Big Kids' basketball shoes. Their sleek, low-profile design boasts breathable mesh and supportive overlays, ensuring comfort and performance. The vibrant color pops, while the grippy outsole guarantees superior traction. Ideal for young ballers aiming for greatness.",21690,Jordan,2,Kid
87E88647,LUKA  LITTLE KIDS SHOES,Dmgrgl ,"The Luka-1 kids' shoe boasts a vibrant, playful design with durable, flexible soles perfect for active toddlers. Its lightweight construction and breathable fabric ensure all-day comfort. Secure hook-and-loop closures offer easy on/off, making them ideal for little ones learning independence. A fun, modern aesthetic appeals to both kids and parents.",81170,Jordan,"1, 3",Kid
35E073CE,LUKA  NEXT NATURE BIG KIDS BASKETBALL SHOES,WCDB8L ,"The Luka 1 Next Nature basketball shoe boasts a sustainable design, crafted with recycled materials for eco-conscious performance. Its sleek, modern silhouette features breathable mesh and supportive overlays, ideal for young athletes seeking comfort and style on the court. Lightweight and responsive, these shoes are perfect for the next generation of basketball players.",249990,Jordan,"2, 3",Kid
0D578348,LUKA  S LITTLE KIDS SHOES,tntbTp ,"The Luka-1 kids' shoe boasts a vibrant, playful design with durable, lightweight construction. Its breathable mesh upper and secure velcro closure ensure all-day comfort for active little ones. Perfect for playground adventures, these stylish sneakers offer exceptional support and flexibility.",209690,Jordan,3,Kid
CA394D17,MC TRAINER  MENS WORKOUT SHOES,21vH06 ,"The MC Trainer 2 men's workout shoe boasts a sleek, low-profile design with breathable mesh and supportive overlays. Its responsive cushioning and durable outsole are perfect for high-intensity training. Targeted towards fitness enthusiasts, these shoes blend style and performance for optimal comfort and stability during workouts.",384620,Nike,"4, 6, 9, 11, 12",Adult
2C2BBB0D,MERCURIAL SUPERFLY  ACADEMY INDOOR COURT SOCCER SHOES,V1BdWs ,"Dominate the indoor court in Nike's Mercurial Superfly 9 Academy. These vibrant, low-profile shoes boast a textured synthetic upper for superior ball control and a grippy rubber sole for explosive movement. Perfect for ambitious indoor players seeking speed and agility.",37010,Nike,"4, 5, 10",Adult
0AA644D8,MERCURIAL SUPERFLY  CLUB INDOOR COURT SOCCER SHOES,6mnJ1Z ,"Unleash your inner champion with the Nike Mercurial Superfly 9 Club IC. These indoor court soccer shoes boast a vibrant design, textured synthetic upper for superior ball control, and a non-marking rubber sole for optimal grip. Perfect for indoor games, these shoes offer agility and style to elevate your performance.",121720,Nike,"5, 6, 7, 10",Adult
8E064B8C,MERCURIAL VAPOR  ACADEMY INDOOR COURT SOCCER SHOES,TSszwm ,"Dominate the indoor court with the Nike Mercurial Vapor 15 Academy. Its sleek, low-profile design, crafted from lightweight synthetic materials, ensures agile movement. The textured upper enhances ball control, perfect for quick cuts and precise passes. Ideal for indoor soccer players seeking superior performance and comfort.",130420,Nike,"4, 8",Adult
F9877931,MERCURIAL VAPOR  ACADEMY TURF SOCCER SHOES,rdbD4k ,"Dominate the turf in Nike Mercurial Vapor 15 Academy soccer shoes. Their sleek, dynamic design boasts a textured synthetic upper for superior ball control and a durable turf outsole ensuring agile performance. Ideal for ambitious players seeking speed and precision on artificial surfaces.",327830,Nike,"9, 10, 11",Adult
CFC66281,METCON  AMP MENS TRAINING SHOES,v5Dwq2 ,"Dominate your workout in the Nike Metcon 8 Amp, featuring a grippy rubber outsole for unparalleled stability and a breathable upper for superior comfort. Its sculpted heel and enhanced cushioning deliver superior support during high-intensity training. Ideal for weightlifting, HIIT, and metcons, this shoe is engineered for peak performance.",28070,Nike,"4, 11",Adult
40809DC7,METCON  FLYEASE AMP MENS EASY ON OFF WORKOUT SHOES,05VmXt ,"The Nike Metcon 8 FlyEase AMP men's training shoe boasts a sleek, streamlined design with innovative FlyEase technology for effortless on/off. Its durable, breathable upper and responsive cushioning ensure superior performance during intense workouts, targeting athletes prioritizing both comfort and speed.",100440,Nike,"9, 10",Adult
79D74361,METCON  FLYEASE WOMENS EASY ON OFF WORKOUT SHOES,8kqhhk ,"The Nike Metcon 8 FlyEase boasts a sleek, supportive design, ideal for high-intensity workouts. Its innovative FlyEase technology ensures effortless on/off, while the durable construction and responsive cushioning prioritize comfort and performance for the discerning female athlete. A perfect blend of style and function.",375000,Nike,"5, 8, 9, 10",Adult
403F5EF6,METCON  MENS WORKOUT SHOES,ppltpW ,"Dominate your workout in the Nike Metcon 8. Its durable, breathable upper and grippy outsole provide superior stability and support. The flat, wide heel enhances weightlifting performance, while the drop-in midsole cushions impact. Ideal for high-intensity training, CrossFit, and weightlifting.",262340,Nike,"5, 6, 7, 8, 9",Adult
0FE34A08,MOTIVA MENS WALKING SHOES,0vX49k ,"The Motiva men's walking shoes boast a sleek, athletic design with breathable mesh uppers and supportive cushioning. Their lightweight construction and flexible sole ensure comfort during long walks, ideal for active individuals seeking all-day support and style. A perfect blend of performance and everyday wear.",274650,Nike,"5, 10",Adult
E27D4F75,MOTIVA WOMENS WALKING SHOES,ZfZQm6 ,"The Motiva women's walking shoe boasts a sleek, breathable mesh upper and supportive cushioning for all-day comfort. Its modern design, featuring subtle color blocking, caters to the active woman prioritizing both style and performance during daily walks or light workouts. Enjoy superior comfort and a confident stride.",78810,Nike,"7, 12",Adult
16785C0A,NIKECOURT AIR ZOOM GP TURBO OSAKA PREMIUM WOMENS HARD COURT TENNIS SHOES,fRK8k4 ,"Dominating the court in style, the NikeCourt Air Zoom GP Turbo Osaka Premium women's tennis shoe boasts vibrant Osaka-inspired design, premium leather, and responsive Zoom Air cushioning for explosive power and ultimate comfort. Ideal for serious players seeking performance and unique aesthetics.",176680,Nike,"7, 9, 12",Adult
7260FB15,NIKECOURT AIR ZOOM GP TURBO OSAKA WOMENS HARD COURT TENNIS SHOES,GPx5CL ,"Dominate the court in the NikeCourt Air Zoom GP Turbo Osaka, designed for women's hardcourt tennis. Its vibrant Osaka-inspired design, breathable mesh upper, and Zoom Air cushioning provide superior comfort and responsiveness. Targeted for serious players seeking peak performance and style.",151820,Nike,"4, 7, 8, 9, 12",Adult
E4FD7D42,NIKECOURT AIR ZOOM LITE  MENS TENNIS SHOES,zZtV5H ,"Dominate the court in the NikeCourt Air Zoom Lite 3. Its breathable mesh upper and responsive Zoom Air cushioning deliver lightweight comfort and explosive speed. The sleek, minimalist design and durable outsole are perfect for serious players seeking superior performance.",468620,Nike,"5, 6, 8, 11",Adult
A586EA8E,NIKECOURT AIR ZOOM NXT MENS HARD COURT TENNIS SHOES,RZ86k4 ,"Dominate the court in NikeCourt Air Zoom NXT men's tennis shoes. Their innovative design boasts responsive Zoom Air cushioning and a durable outsole for exceptional performance and stability. Lightweight and breathable, these shoes are perfect for the serious player seeking speed and agility.",412630,Nike,"5, 10",Adult
F4207C54,NIKECOURT AIR ZOOM VAPOR  MENS HARD COURT TENNIS SHOES,jdHWL8 ,"Dominate the court in NikeCourt Air Zoom Vapor 11s. These men's hard-court tennis shoes boast dynamic Zoom Air cushioning for explosive agility and a lightweight, breathable design. Their durable outsole ensures superior grip, perfect for aggressive players seeking ultimate performance.",88850,Nike,"6, 7, 8, 9, 10",Adult
1B34B3CE,NIKECOURT AIR ZOOM VAPOR  TOUR PREMIUM MENS TENNIS SHOES,sgVSrL ,"Elevate your game with the NikeCourt Air Zoom Vapor 95 Tour Premium. These men's tennis shoes boast premium leather, dynamic Zoom Air cushioning for explosive movement, and a supportive design engineered for superior court control. A timeless aesthetic meets cutting-edge performance, ideal for serious players seeking both style and function.",85700,Nike,"7, 8",Adult
BFDDE945,NIKECOURT AIR ZOOM VAPOR AJ MENS HARD COURT TENNIS SHOES,ZD64vj ,"Dominate the court in the NikeCourt Air Zoom Vapor AJ3. Its sleek, low-profile design boasts responsive Air Zoom cushioning and durable hard-court outsole for explosive speed and agile movement. Premium materials and a refined aesthetic cater to the serious tennis player seeking peak performance and style.",268360,Nike,4,Adult
A4C565F8,NIKECOURT AIR ZOOM VAPOR PRO  MENS CLAY TENNIS SHOES,V8hFPz ,"Dominate the clay court in the NikeCourt Air Zoom Vapor Pro 2. Its sleek, breathable design boasts responsive Zoom Air cushioning and a durable outsole for exceptional agility and support. Engineered for the serious tennis player seeking peak performance and style.",229040,Nike,"5, 6, 9, 11",Adult
67B4CC5D,NIKECOURT AIR ZOOM VAPOR PRO  MENS HARD COURT TENNIS SHOES,C8Kr3c ,"Dominate the court in the NikeCourt Air Zoom Vapor Pro 2. Its sleek, low-profile design, crafted with breathable mesh and durable overlays, provides superior support and responsiveness. The Zoom Air unit ensures explosive power, ideal for aggressive hard-court players seeking unparalleled performance and style.",116950,Nike,"4, 12",Adult
FB7FE64B,NIKECOURT AIR ZOOM VAPOR PRO  WOMENS CLAY TENNIS SHOES,JS33k7 ,"Dominate the clay court in NikeCourt Air Zoom Vapor Pro 2 women's tennis shoes. Their sleek, breathable design, featuring vibrant clay-court-inspired hues and Zoom Air cushioning, ensures superior comfort and responsiveness for powerful, agile play. Ideal for serious female tennis players seeking peak performance.",483920,Nike,8,Adult
CABACF46,NIKECOURT VAPOR LITE  MENS HARD COURT TENNIS SHOES,pHrJH2 ,"Dominate the court in the NikeCourt Vapor Lite 2, boasting a lightweight, breathable mesh upper for superior agility. Its sleek, minimalist design and responsive cushioning ensure optimal performance. Ideal for serious tennis players prioritizing speed and comfort.",207500,Nike,7,Adult
41FD1516,NIKECOURT VAPOR LITE  WOMENS HARD COURT TENNIS SHOES,xF3fQg ,"Dominating the court in style, the NikeCourt Vapor Lite 2 boasts a breathable mesh upper and responsive cushioning for agile women players. Its sleek, minimalist design, accented with vibrant pops of color, provides superior comfort and performance, ideal for hard-court matches and beyond.",454950,Nike,"4, 5, 6, 7, 12",Adult
B75CCE78,NIKECOURT ZOOM PRO MENS HARD COURT TENNIS SHOES,R4HzXz ,"Dominate the court in NikeCourt Zoom Pro tennis shoes. Their sleek, low-profile design boasts responsive Zoom Air cushioning and durable, breathable materials for superior performance and comfort. Ideal for serious players seeking exceptional agility and support on hard courts.",97850,Nike,"8, 9, 10, 11, 12",Adult
0B4CC6BA,P  PREMIUM SHOES,XkgpKW ,"The P-6000 Premium shoe boasts a sleek, modern design with premium leather and suede uppers, punctuated by subtle, contrasting accents. Its responsive cushioning and durable outsole are ideal for the urban explorer seeking both style and comfort, promising all-day wearability. A sophisticated choice for the discerning individual.",306680,Nike,"4, 6, 9, 10, 12",Adult
E2E305B1,PEGASUS  GEORGIA MENS ROAD RUNNING SHOES,hRnzP7 ,"Experience unparalleled comfort and performance with the Nike Pegasus 39 Georgia. Its breathable mesh upper and responsive cushioning provide a smooth, supportive run. The striking design, featuring earthy tones, appeals to runners seeking style and functionality. Ideal for everyday training and road races.",420990,Nike,"5, 12",Adult
2D65EF7B,PEGASUS  MENS ROAD RUNNING SHOES,d4dvtm ,"The Nike Pegasus 39 men's running shoe boasts a sleek, streamlined design with breathable mesh and supportive overlays. Its responsive cushioning and durable outsole ensure comfort and performance, ideal for everyday runners and experienced marathoners seeking reliable support and a dynamic ride.",298580,Nike,"9, 11",Adult
2A8F4A8F,PEGASUS  SHIELD WOMENS WEATHERIZED ROAD RUNNING SHOES,dXsmXn ,"Conquer any weather in the Pegasus 39 Shield, designed for women's road running. Its weatherized, responsive cushioning and grippy outsole provide superior protection and performance. Sleek design meets rugged functionality for confident strides, ideal for runners seeking all-weather reliability.",389050,Nike,9,Adult
805F8C89,PEGASUS  BTC MENS ROAD RUNNING SHOES,h3bxQl ,"Dominating the asphalt, the Pegasus 40 BTC boasts a dynamic design, blending vibrant hues with responsive cushioning. Engineered for speed and comfort, its breathable mesh upper and durable outsole cater to serious runners seeking performance and style. Ideal for road running and training, these shoes offer a superior, supportive fit.",325850,Nike,"4, 5, 7, 10, 12",Adult
429F0C55,PEGASUS FLYEASE SE WOMENS EASY ON OFF ROAD RUNNING SHOES,cwVl7X ,"Experience effortless speed with the Pegasus FlyEase SE women's running shoes. Their sleek, streamlined design, crafted with breathable mesh and responsive cushioning, ensures a comfortable, slip-on fit perfect for any road runner prioritizing ease and performance. Innovative FlyEase technology makes transitions seamless.",17470,Nike,"4, 6, 9, 10",Adult
CDB5254C,PEGASUS TURBO SE MENS ROAD RUNNING SHOES,pnz45r ,"The Pegasus Turbo SE men's road running shoes boast a sleek, aerodynamic design with responsive ZoomX foam for exceptional energy return. Their breathable upper and lightweight construction ensure a comfortable, fast run, ideal for experienced runners seeking speed and performance. The vibrant color scheme adds a stylish edge.",409590,Nike,"8, 9, 11",Adult
85E208F9,PHANTOM GX ACADEMY INDOOR COURT SOCCER SHOES,LMLbLm ,"Dominate the indoor court with the Phantom GX Academy. Its sleek, synthetic upper ensures lightweight agility, while the rubber outsole provides superior grip. Engineered for precision and comfort, these soccer shoes are ideal for aspiring athletes seeking enhanced performance in indoor matches. A vibrant design makes a statement on the court.",421630,Nike,"8, 9, 12",Adult
A3B2F379,PHANTOM GX ACADEMY TURF SOCCER SHOES,6NN2SC ," The red and black Nike Phantom GX Academy DF TF soccer shoes have a sleek, sock-like design with a mesh upper and a textured pattern on the sides. The Nike Swoosh logo is prominently displayed in black on the sides of the shoes. The shoes are designed for use on artificial turf surfaces.",139570,Nike,"9, 10, 11, 12",Adult
5E31EE0C,PHANTOM GX ACADEMY TURF SOCCER SHOES,LK93gv ," A stylish soccer shoe designed for turf surfaces. It features a vibrant red upper with a sleek black heel and accents, including a bold Swoosh logo. The white outsole has a textured pattern for enhanced traction, making it ideal for performance and comfort on artificial fields.",466780,Nike,"4, 9, 10, 12",Adult
DE53089D,PHANTOM GX CLUB INDOOR COURT SOCCER SHOES,wzsW7M ,"Dominate the indoor court with the Phantom GX Club. Its sleek, synthetic upper provides a snug fit and superior ball control, while the non-marking rubber sole ensures grip and agility. Designed for indoor soccer enthusiasts seeking lightweight performance and stylish design, these shoes blend comfort and precision.",104100,Nike,"4, 7, 12",Adult
7A265BA0,PHANTOM GX CLUB TURF SOCCER SHOES,KFh0Cd ,"Dominate the turf in the Phantom GX Club Turf soccer shoes. Their sleek, black design with vibrant accents ensures style and performance. Engineered for agility and precision on artificial surfaces, these shoes offer superior comfort and exceptional ball control for the ambitious amateur player.",262360,Nike,"5, 8, 10",Adult
719607F7,PRESTO X HELLO KITTY LITTLE KIDS SHOES,hVGDQm ,"Adorable Hello Kitty Presto-X sneakers for toddlers, boasting vibrant pink and white, feature breathable mesh and secure Velcro straps. Lightweight and flexible, these shoes prioritize comfort and playful style, perfect for active little ones. A delightful blend of function and fun!",290220,Nike,3,Kid
2A23F3E4,REACT HYPERSET INDOOR COURT SHOES,dkQgjQ ,"Dominate the indoor court with the React Hyperset. Its vibrant design, breathable mesh upper, and responsive React foam cushioning deliver unparalleled comfort and performance. Ideal for serious players seeking superior support and agility, these shoes blend style and function flawlessly.",267330,Nike,11,Adult
1EF740FD,REACT TIEMPO LEGEND  PRO IC INDOOR COURT SOCCER SHOE,JjRFg1 ,"Dominate the indoor court with the React Tiempo Legend 9 Pro IC. Its sleek, low-profile design boasts a premium leather upper for superior touch, while the React foam midsole delivers responsive cushioning. Ideal for indoor soccer players seeking comfort and control, this shoe offers exceptional performance and style.",319260,Nike,"4, 7, 9, 10, 12",Adult
359C7A1A,REACT TIEMPO LEGEND  PRO TF TURF SOCCER SHOE,p0Hh0D ,"Dominate the turf in the Nike React Tiempo Legend 9 Pro TF, boasting a premium leather upper for exceptional touch and a responsive React foam midsole for superior comfort and cushioning. Its sleek design and textured outsole ensure optimal grip and agility, ideal for competitive turf soccer players seeking performance and style.",52520,Nike,"5, 10",Adult
194546DA,REVOLUTION  FLYEASE NEXT NATURE WOMENS EASY ON OFF ROAD RUNNING SHOES WIDE,14k2rl ,"Revolution 6 FlyEase Next Nature women's trail running shoes boast a sleek, sustainable design with wide fit and innovative FlyEase technology for effortless on/off. Durable, eco-conscious materials ensure comfort and grip on any terrain. Ideal for runners seeking ease of use and environmentally friendly performance.",297130,Nike,6,Adult
DC412629,REVOLUTION  WOMENS ROAD RUNNING SHOES WIDE,6QLh9B ,"The Revolution 6 Women's Road Running Shoes boast a sleek, breathable mesh upper and supportive design, ideal for wide feet. Their responsive cushioning ensures comfort and performance, perfect for everyday runs or training. The vibrant color scheme adds a stylish touch, appealing to fitness-conscious women seeking both comfort and style.",88630,Nike,"4, 8, 12",Adult
5D2553BA,RIVAL WAFFLE  ROAD AND CROSS COUNTRY RACING SHOES,txWgQr ,"Dominate any terrain with the Rival Waffle 6 road and cross-country racing shoes. Their aggressive waffle outsole ensures superior grip, while the breathable mesh upper and responsive cushioning provide optimal comfort and performance for serious runners tackling diverse landscapes. Lightweight and durable, they're built for speed and endurance.",358240,Nike,"4, 8, 10, 11",Adult
9547AB5F,ROSHE  G JR LITTLE BIG KIDS GOLF SHOES,n5C8DG ,"Designed for young golfers, these Roshe G Jr. golf shoes blend sporty style with performance. Their breathable mesh upper, lightweight construction, and durable outsole provide comfort and stability on the course. The sleek design appeals to kids while ensuring optimal grip and performance. Perfect for junior players seeking both style and function.",303140,Nike,"2, 3",Kid
72190BC3,ROSHE G NEXT NATURE MENS GOLF SHOES,CdMxPX ,"Elevate your game with the Nike Roshe G Next Nature golf shoes. Sustainable design meets peak performance in these lightweight, breathable shoes boasting a sleek, minimalist aesthetic. Their innovative traction and comfortable cushioning are perfect for the modern golfer seeking style and comfort on the course.",488790,Nike,"4, 5, 8, 10, 11",Adult
3BF5A06D,RUN SWIFT  MENS ROAD RUNNING SHOES,KtXxs0 ,"Dominating the asphalt with sleek, aerodynamic design, the Run-Swift 3 men's road running shoes offer superior responsiveness and comfort. Engineered for speed and endurance, their breathable mesh upper and responsive cushioning provide optimal performance for serious runners. Experience effortless stride and superior support.",440700,Nike,"9, 10",Adult
F54379E7,SB BLAZER COURT MID PREMIUM SKATE SHOES,ctd4P6 ,"The SB Blazer Court Mid Premium elevates classic skate style with its premium leather upper and suede accents. A padded collar ensures comfort, while the vulcanized sole provides superior board feel. Its refined design blends effortlessly into streetwear, appealing to skaters and fashion-conscious individuals alike.",60780,Nike,"5, 9, 11",Adult
6BAD402E,SB BLZR COURT MID SKATE SHOES,gh1N9T ,"The SB Blazer Court Mid skate shoes boast a sleek, low-profile design with premium leather and suede uppers. Reinforced stitching and a vulcanized sole offer superior durability and board feel. Perfect for skaters and streetwear enthusiasts seeking a classic, yet modern, style statement.",188850,Nike,"7, 8, 11",Adult
65A34FBE,SB BRUIN HIGH ISO SKATE SHOES,6195d3 ,"The SB Bruin High ISO skate shoes boast a premium suede upper with reinforced stitching for superior durability. Their high-top design offers enhanced ankle support, while the vulcanized sole provides exceptional board feel. Ideal for skaters demanding both style and performance, these shoes effortlessly blend classic aesthetics with modern functionality.",146790,Nike,"4, 6, 8, 9, 11",Adult
C1F1B380,SB FORCE  PREMIUM SKATE SHOES,qp1TSM ,"The SB Force 58 Premium skate shoes boast a sleek, low-profile design with premium suede uppers for superior durability and comfort. Reinforced stitching and a vulcanized sole provide enhanced board feel and grip. Ideal for skaters prioritizing style and performance, these shoes offer a blend of classic aesthetics and modern functionality.",493310,Nike,"6, 8, 10",Adult
2645C79C,SB FORCE  SKATE SHOES,Txk6xG ,"The SB Force 58 skate shoes boast a sleek, low-profile design with durable suede and canvas uppers. Reinforced stitching and a vulcanized sole ensure exceptional board feel and longevity. Ideal for skaters prioritizing comfort and style, these shoes offer superior grip and impact absorption for effortless performance.",116000,Nike,"5, 7, 8, 9",Adult
